area_id	subtotal_type	RSReg	RSCst	RSRej	RSOvr	RSUnd	RSExh	RSTot	RSWri	22:PAUL MIYAMOTO
PCT9213	ED	927	67	0	0	10	0	57	1	56
PCT9213	MV	927	126	0	0	25	0	101	0	101
PCT9213	TO	927	193	0	0	35	0	158	1	157
PCT9214	ED	633	52	0	0	13	0	39	0	39
PCT9214	MV	633	89	0	0	24	0	65	0	65
PCT9214	TO	633	141	0	0	37	0	104	0	104
PCT9215	ED	641	58	0	0	19	0	39	0	39
PCT9215	MV	641	94	0	0	32	0	62	0	62
PCT9215	TO	641	152	0	0	51	0	101	0	101
PCT9216	ED	818	58	0	0	13	0	45	0	45
PCT9216	MV	818	81	0	0	17	0	64	0	64
PCT9216	TO	818	139	0	0	30	0	109	0	109
PCT9217	ED	704	47	0	0	8	0	39	0	39
PCT9217	MV	704	89	0	0	27	0	62	0	62
PCT9217	TO	704	136	0	0	35	0	101	0	101
PCT9218	ED	805	66	0	0	14	0	52	0	52
PCT9218	MV	805	98	0	0	26	0	72	0	72
PCT9218	TO	805	164	0	0	40	0	124	0	124
PCT9219	ED	1727	142	0	0	28	0	114	3	111
PCT9219	MV	1727	171	0	0	54	0	117	0	117
PCT9219	TO	1727	313	0	0	82	0	231	3	228
PCT9221	ED	638	59	0	0	10	0	49	0	49
PCT9221	MV	638	135	0	0	47	0	88	0	88
PCT9221	TO	638	194	0	0	57	0	137	0	137
PCT9222	ED	886	63	0	0	14	0	49	0	49
PCT9222	MV	886	144	0	0	47	0	97	0	97
PCT9222	TO	886	207	0	0	61	0	146	0	146
PCT9223	ED	651	39	0	0	9	0	30	0	30
PCT9223	MV	651	108	0	0	29	0	79	0	79
PCT9223	TO	651	147	0	0	38	0	109	0	109
PCT9224	ED	928	77	0	0	18	0	59	0	59
PCT9224	MV	928	151	0	0	28	0	123	0	123
PCT9224	TO	928	228	0	0	46	0	182	0	182
PCT9226	ED	892	70	0	0	18	0	52	0	52
PCT9226	MV	892	128	0	0	36	0	92	0	92
PCT9226	TO	892	198	0	0	54	0	144	0	144
PCT9227	ED	713	72	0	0	18	0	54	0	54
PCT9227	MV	713	118	0	0	33	0	85	0	85
PCT9227	TO	713	190	0	0	51	0	139	0	139
PCT9228	ED	740	77	0	0	17	0	60	0	60
PCT9228	MV	740	105	0	0	25	0	80	0	80
PCT9228	TO	740	182	0	0	42	0	140	0	140
PCT9229	ED	574	80	0	0	13	0	67	0	67
PCT9229	MV	574	82	0	0	19	0	63	0	63
PCT9229	TO	574	162	0	0	32	0	130	0	130
PCT9231	ED	954	122	0	0	28	0	94	0	94
PCT9231	MV	954	116	0	0	38	0	78	0	78
PCT9231	TO	954	238	0	0	66	0	172	0	172
PCT9232	ED	716	74	0	0	17	0	57	0	57
PCT9232	MV	716	102	0	0	23	0	79	0	79
PCT9232	TO	716	176	0	0	40	0	136	0	136
PCT9233	ED	814	62	0	0	11	0	51	0	51
PCT9233	MV	814	127	0	0	31	0	96	0	96
PCT9233	TO	814	189	0	0	42	0	147	0	147
PCT9234	ED	747	56	0	0	12	0	44	0	44
PCT9234	MV	747	105	0	0	26	0	79	0	79
PCT9234	TO	747	161	0	0	38	0	123	0	123
PCT9235	ED	1439	127	0	0	35	0	92	0	92
PCT9235	MV	1439	214	0	0	57	0	157	0	157
PCT9235	TO	1439	341	0	0	92	0	249	0	249
PCT9236	ED	659	53	0	0	10	0	43	0	43
PCT9236	MV	659	110	0	0	42	0	68	0	68
PCT9236	TO	659	163	0	0	52	0	111	0	111
PCT9237	ED	874	60	0	0	11	0	49	1	48
PCT9237	MV	874	126	0	0	32	0	94	0	94
PCT9237	TO	874	186	0	0	43	0	143	1	142
PCT9238	ED	1769	122	0	0	24	0	98	0	98
PCT9238	MV	1769	273	0	0	64	0	209	0	209
PCT9238	TO	1769	395	0	0	88	0	307	0	307
PCT9239	ED	866	64	0	0	10	0	54	0	54
PCT9239	MV	866	154	0	0	44	0	110	0	110
PCT9239	TO	866	218	0	0	54	0	164	0	164
PCT9241	ED	968	78	0	0	15	0	63	0	63
PCT9241	MV	968	140	0	0	31	0	109	0	109
PCT9241	TO	968	218	0	0	46	0	172	0	172
PCT9242	ED	1845	122	0	0	23	0	99	2	97
PCT9242	MV	1845	258	0	0	59	0	199	0	199
PCT9242	TO	1845	380	0	0	82	0	298	2	296
PCT9244	ED	881	75	0	0	8	0	67	1	66
PCT9244	MV	881	95	0	0	22	0	73	0	73
PCT9244	TO	881	170	0	0	30	0	140	1	139
PCT9245	ED	1081	104	0	0	24	0	80	0	80
PCT9245	MV	1081	141	0	0	32	0	109	0	109
PCT9245	TO	1081	245	0	0	56	0	189	0	189
PCT9248	ED	870	68	0	0	11	0	57	0	57
PCT9248	MV	870	98	0	0	37	0	61	0	61
PCT9248	TO	870	166	0	0	48	0	118	0	118
PCT9251	ED	1887	220	0	0	61	0	159	1	158
PCT9251	MV	1887	259	0	0	62	0	197	0	197
PCT9251	TO	1887	479	0	0	123	0	356	1	355
PCT9252	ED	918	56	0	0	7	0	49	0	49
PCT9252	MV	918	113	0	0	32	0	81	0	81
PCT9252	TO	918	169	0	0	39	0	130	0	130
PCT9253	ED	752	63	0	0	15	0	48	0	48
PCT9253	MV	752	124	0	0	32	0	92	0	92
PCT9253	TO	752	187	0	0	47	0	140	0	140
PCT9255	ED	1236	119	0	0	28	0	91	2	89
PCT9255	MV	1236	143	0	0	36	0	107	0	107
PCT9255	TO	1236	262	0	0	64	0	198	2	196
PCT9256	ED	1373	112	0	0	24	0	88	2	86
PCT9256	MV	1373	216	0	0	53	0	163	0	163
PCT9256	TO	1373	328	0	0	77	0	251	2	249
PCT9257	MV	311	39	0	0	13	0	26	0	26
PCT9257	TO	311	39	0	0	13	0	26	0	26
PCT9401	ED	1015	120	0	0	29	0	91	1	90
PCT9401	MV	1015	113	0	0	35	0	78	0	78
PCT9401	TO	1015	233	0	0	64	0	169	1	168
PCT9402	ED	988	140	0	0	43	0	97	4	93
PCT9402	MV	988	102	0	0	33	0	69	0	69
PCT9402	TO	988	242	0	0	76	0	166	4	162
PCT9404	ED	1814	161	0	0	49	0	112	0	112
PCT9404	MV	1814	231	0	0	72	0	159	0	159
PCT9404	TO	1814	392	0	0	121	0	271	0	271
PCT9405	ED	770	89	0	0	17	0	72	1	71
PCT9405	MV	770	107	0	0	32	0	75	0	75
PCT9405	TO	770	196	0	0	49	0	147	1	146
PCT9406	ED	873	110	0	0	31	0	79	1	78
PCT9406	MV	873	110	0	0	31	0	79	0	79
PCT9406	TO	873	220	0	0	62	0	158	1	157
PCT9407	ED	887	96	0	0	20	0	76	1	75
PCT9407	MV	887	100	0	0	30	0	70	0	70
PCT9407	TO	887	196	0	0	50	0	146	1	145
PCT9408	ED	834	93	0	0	30	0	63	4	59
PCT9408	MV	834	77	0	0	21	0	56	0	56
PCT9408	TO	834	170	0	0	51	0	119	4	115
PCT9409	ED	591	89	0	0	26	0	63	0	63
PCT9409	MV	591	59	0	0	14	0	45	0	45
PCT9409	TO	591	148	0	0	40	0	108	0	108
PCT9411	ED	1842	165	0	0	44	0	121	6	115
PCT9411	MV	1842	232	0	0	72	0	160	0	160
PCT9411	TO	1842	397	0	0	116	0	281	6	275
PCT9413	ED	920	88	0	0	28	0	60	0	60
PCT9413	MV	920	126	0	0	40	0	86	0	86
PCT9413	TO	920	214	0	0	68	0	146	0	146
PCT9415	ED	779	56	0	0	16	0	40	0	40
PCT9415	MV	779	127	0	0	27	0	100	0	100
PCT9415	TO	779	183	0	0	43	0	140	0	140
PCT9416	ED	988	118	0	0	32	0	86	0	86
PCT9416	MV	988	139	0	0	34	0	105	0	105
PCT9416	TO	988	257	0	0	66	0	191	0	191
PCT9418	ED	1561	161	0	0	38	0	123	2	121
PCT9418	MV	1561	247	0	0	75	0	172	0	172
PCT9418	TO	1561	408	0	0	113	0	295	2	293
PCT9419	ED	1790	130	0	0	32	0	98	1	97
PCT9419	MV	1790	283	0	0	76	0	207	0	207
PCT9419	TO	1790	413	0	0	108	0	305	1	304
PCT9421	ED	917	65	0	0	26	0	39	1	38
PCT9421	MV	917	127	0	0	34	0	93	0	93
PCT9421	TO	917	192	0	0	60	0	132	1	131
PCT9422	ED	1068	100	0	0	24	0	76	1	75
PCT9422	MV	1068	169	0	0	34	0	135	0	135
PCT9422	TO	1068	269	0	0	58	0	211	1	210
PCT9423	ED	906	70	0	0	9	0	61	3	58
PCT9423	MV	906	93	0	0	16	0	77	0	77
PCT9423	TO	906	163	0	0	25	0	138	3	135
PCT9424	ED	1949	142	0	0	46	0	96	0	96
PCT9424	MV	1949	320	0	0	92	0	228	0	228
PCT9424	TO	1949	462	0	0	138	0	324	0	324
PCT9426	ED	832	61	0	0	14	0	47	1	46
PCT9426	MV	832	118	0	0	40	0	78	0	78
PCT9426	TO	832	179	0	0	54	0	125	1	124
PCT9427	ED	964	78	0	0	22	0	56	0	56
PCT9427	MV	964	142	0	0	43	0	99	0	99
PCT9427	TO	964	220	0	0	65	0	155	0	155
PCT9431	ED	1914	176	0	0	48	0	128	1	127
PCT9431	MV	1914	285	0	0	70	0	215	0	215
PCT9431	TO	1914	461	0	0	118	0	343	1	342
PCT9432	ED	943	76	0	0	16	0	60	1	59
PCT9432	MV	943	142	0	0	43	0	99	0	99
PCT9432	TO	943	218	0	0	59	0	159	1	158
PCT9433	ED	1923	120	0	0	38	0	82	3	79
PCT9433	MV	1923	289	0	1	61	0	227	0	227
PCT9433	TO	1923	409	0	1	99	0	309	3	306
PCT9434	ED	982	97	0	0	34	0	63	0	63
PCT9434	MV	982	120	0	0	22	0	98	0	98
PCT9434	TO	982	217	0	0	56	0	161	0	161
PCT9436	ED	1057	94	0	0	20	0	74	1	73
PCT9436	MV	1057	160	0	0	32	0	128	0	128
PCT9436	TO	1057	254	0	0	52	0	202	1	201
PCT9437	ED	908	76	0	0	18	0	58	2	56
PCT9437	MV	908	127	0	0	34	0	93	0	93
PCT9437	TO	908	203	0	0	52	0	151	2	149
PCT9439	ED	1863	124	0	0	22	0	102	0	102
PCT9439	MV	1863	310	0	1	87	0	222	0	222
PCT9439	TO	1863	434	0	1	109	0	324	0	324
PCT9441	ED	985	100	0	0	26	0	74	3	71
PCT9441	MV	985	169	0	0	61	0	108	0	108
PCT9441	TO	985	269	0	0	87	0	182	3	179
PCT9442	ED	2015	196	0	0	46	0	150	1	149
PCT9442	MV	2015	279	0	0	65	0	214	0	214
PCT9442	TO	2015	475	0	0	111	0	364	1	363
PCT9443	ED	1908	136	0	0	30	0	106	2	104
PCT9443	MV	1908	254	0	0	61	0	193	0	193
PCT9443	TO	1908	390	0	0	91	0	299	2	297
PCT9445	ED	971	72	0	0	26	0	46	1	45
PCT9445	MV	971	146	0	0	34	0	112	0	112
PCT9445	TO	971	218	0	0	60	0	158	1	157
PCT9446	ED	1940	185	0	0	47	0	138	1	137
PCT9446	MV	1940	264	0	0	80	0	184	0	184
PCT9446	TO	1940	449	0	0	127	0	322	1	321
PCT9447	ED	889	88	0	0	26	0	62	3	59
PCT9447	MV	889	131	0	0	40	0	91	0	91
PCT9447	TO	889	219	0	0	66	0	153	3	150
PCT9448	ED	936	76	0	0	22	0	54	1	53
PCT9448	MV	936	124	0	1	40	0	83	0	83
PCT9448	TO	936	200	0	1	62	0	137	1	136
PCT9449	ED	862	74	0	0	15	0	59	0	59
PCT9449	MV	862	147	0	0	41	0	106	0	106
PCT9449	TO	862	221	0	0	56	0	165	0	165
PCT9451	ED	437	32	0	0	7	0	25	0	25
PCT9451	MV	437	58	0	0	11	0	47	0	47
PCT9451	TO	437	90	0	0	18	0	72	0	72
PCT9453	ED	520	44	0	0	8	0	36	1	35
PCT9453	MV	520	83	0	0	22	0	61	0	61
PCT9453	TO	520	127	0	0	30	0	97	1	96
PCT9501	MV	147	41	0	0	10	0	31	0	31
PCT9501	TO	147	41	0	0	10	0	31	0	31
PCT9502	MV	253	46	0	0	10	0	36	0	36
PCT9502	TO	253	46	0	0	10	0	36	0	36
PCT9503	ED	667	61	0	0	6	0	55	0	55
PCT9503	MV	667	96	0	0	23	0	73	0	73
PCT9503	TO	667	157	0	0	29	0	128	0	128
PCT9505	ED	760	97	0	0	19	0	78	1	77
PCT9505	MV	760	114	0	0	23	0	91	0	91
PCT9505	TO	760	211	0	0	42	0	169	1	168
PCT9506	ED	750	73	0	0	21	0	52	0	52
PCT9506	MV	750	77	0	0	12	0	65	0	65
PCT9506	TO	750	150	0	0	33	0	117	0	117
PCT9507	ED	713	91	0	0	27	0	64	0	64
PCT9507	MV	713	83	0	0	32	0	51	0	51
PCT9507	TO	713	174	0	0	59	0	115	0	115
PCT9511	ED	1314	167	0	0	70	0	97	1	96
PCT9511	MV	1314	151	0	0	51	0	100	0	100
PCT9511	TO	1314	318	0	0	121	0	197	1	196
PCT9512	ED	1544	193	0	0	76	0	117	2	115
PCT9512	MV	1544	197	0	0	61	0	136	0	136
PCT9512	TO	1544	390	0	0	137	0	253	2	251
PCT9513	ED	872	127	0	0	40	0	87	1	86
PCT9513	MV	872	94	0	0	24	0	70	0	70
PCT9513	TO	872	221	0	0	64	0	157	1	156
PCT9514	ED	888	118	0	0	36	0	82	0	82
PCT9514	MV	888	102	0	0	30	0	72	0	72
PCT9514	TO	888	220	0	0	66	0	154	0	154
PCT9516	ED	1579	196	0	0	60	0	136	1	135
PCT9516	MV	1579	185	0	0	40	0	145	0	145
PCT9516	TO	1579	381	0	0	100	0	281	1	280
PCT9517	ED	1554	181	0	0	48	0	133	0	133
PCT9517	MV	1554	218	0	0	66	0	152	0	152
PCT9517	TO	1554	399	0	0	114	0	285	0	285
PCT9519	ED	882	112	0	0	32	0	80	0	80
PCT9519	MV	882	112	0	0	38	0	74	0	74
PCT9519	TO	882	224	0	0	70	0	154	0	154
PCT9521	ED	870	131	0	0	33	0	98	0	98
PCT9521	MV	870	123	0	0	38	0	85	0	85
PCT9521	TO	870	254	0	0	71	0	183	0	183
PCT9701	ED	652	100	0	0	23	0	77	2	75
PCT9701	MV	652	79	0	0	26	0	53	0	53
PCT9701	TO	652	179	0	0	49	0	130	2	128
PCT9702	ED	709	88	0	0	26	0	62	1	61
PCT9702	MV	709	80	0	0	23	0	57	0	57
PCT9702	TO	709	168	0	0	49	0	119	1	118
PCT9703	ED	981	91	0	0	14	0	77	0	77
PCT9703	MV	981	158	0	0	52	0	106	0	106
PCT9703	TO	981	249	0	0	66	0	183	0	183
PCT9704	ED	946	109	0	0	21	0	88	1	87
PCT9704	MV	946	143	0	0	29	0	114	0	114
PCT9704	TO	946	252	0	0	50	0	202	1	201
PCT9705	ED	1865	204	0	0	45	0	159	1	158
PCT9705	MV	1865	257	0	0	56	0	201	0	201
PCT9705	TO	1865	461	0	0	101	0	360	1	359
PCT9706	MV	48	6	0	0	2	0	4	0	4
PCT9706	TO	48	6	0	0	2	0	4	0	4
PCT9709	ED	1021	84	0	0	20	0	64	0	64
PCT9709	MV	1021	155	0	0	36	0	119	0	119
PCT9709	TO	1021	239	0	0	56	0	183	0	183
PCT9711	ED	1433	161	0	0	30	0	131	2	129
PCT9711	MV	1433	220	0	0	46	0	174	0	174
PCT9711	TO	1433	381	0	0	76	0	305	2	303
PCT9712	ED	1237	157	0	0	27	0	130	0	130
PCT9712	MV	1237	220	0	0	58	0	162	0	162
PCT9712	TO	1237	377	0	0	85	0	292	0	292
PCT9716	ED	951	109	0	0	32	0	77	0	77
PCT9716	MV	951	169	0	0	34	0	135	0	135
PCT9716	TO	951	278	0	0	66	0	212	0	212
PCT9717	ED	1917	177	0	0	44	0	133	0	133
PCT9717	MV	1917	317	0	0	58	0	259	0	259
PCT9717	TO	1917	494	0	0	102	0	392	0	392
PCT9718	ED	1833	225	0	0	41	0	184	2	182
PCT9718	MV	1833	365	0	0	89	0	276	0	276
PCT9718	TO	1833	590	0	0	130	0	460	2	458
PCT9719	ED	910	105	0	0	22	0	83	1	82
PCT9719	MV	910	160	0	0	33	0	127	0	127
PCT9719	TO	910	265	0	0	55	0	210	1	209
PCT9721	ED	660	114	0	0	15	0	99	2	97
PCT9721	MV	660	116	0	0	26	0	90	0	90
PCT9721	TO	660	230	0	0	41	0	189	2	187
PCT9722	ED	587	65	0	0	18	0	47	0	47
PCT9722	MV	587	131	0	0	30	0	101	0	101
PCT9722	TO	587	196	0	0	48	0	148	0	148
PCT9723	ED	505	34	0	0	5	0	29	0	29
PCT9723	MV	505	110	0	0	28	0	82	0	82
PCT9723	TO	505	144	0	0	33	0	111	0	111
PCT9724	ED	1003	72	0	0	10	0	62	0	62
PCT9724	MV	1003	209	0	0	68	0	141	0	141
PCT9724	TO	1003	281	0	0	78	0	203	0	203
PCT9725	ED	965	76	0	0	12	0	64	0	64
PCT9725	MV	965	164	0	0	43	0	121	0	121
PCT9725	TO	965	240	0	0	55	0	185	0	185
PCT9726	ED	621	53	0	0	9	0	44	0	44
PCT9726	MV	621	51	0	0	8	0	43	0	43
PCT9726	TO	621	104	0	0	17	0	87	0	87
PCT9727	ED	453	34	0	0	3	0	31	0	31
PCT9727	MV	453	89	0	0	13	0	76	0	76
PCT9727	TO	453	123	0	0	16	0	107	0	107
PCT9728	ED	1829	225	0	0	43	0	182	0	182
PCT9728	MV	1829	291	0	0	69	0	222	0	222
PCT9728	TO	1829	516	0	0	112	0	404	0	404
PCT9729	ED	809	86	0	0	15	0	71	0	71
PCT9729	MV	809	164	0	0	36	0	128	0	128
PCT9729	TO	809	250	0	0	51	0	199	0	199
PCT9731	ED	572	62	0	0	8	0	54	0	54
PCT9731	MV	572	94	0	0	22	0	72	0	72
PCT9731	TO	572	156	0	0	30	0	126	0	126
PCT9732	MV	71	10	0	0	2	0	8	0	8
PCT9732	TO	71	10	0	0	2	0	8	0	8
PCT9733	MV	235	51	0	0	13	0	38	0	38
PCT9733	TO	235	51	0	0	13	0	38	0	38
PCT9734	ED	1389	150	0	0	25	0	125	0	125
PCT9734	MV	1389	256	0	0	52	0	204	0	204
PCT9734	TO	1389	406	0	0	77	0	329	0	329
PCT9737	ED	1518	168	0	0	34	0	134	1	133
PCT9737	MV	1518	277	0	0	69	0	208	0	208
PCT9737	TO	1518	445	0	0	103	0	342	1	341
PCT9738	ED	813	34	0	0	7	0	27	0	27
PCT9738	MV	813	124	0	0	22	0	102	0	102
PCT9738	TO	813	158	0	0	29	0	129	0	129
PCT9739	ED	768	47	0	0	10	0	37	0	37
PCT9739	MV	768	72	0	0	17	0	55	0	55
PCT9739	TO	768	119	0	0	27	0	92	0	92
PCT9741	ED	497	7	0	0	1	0	6	1	5
PCT9741	MV	497	3	0	0	0	0	3	0	3
PCT9741	TO	497	10	0	0	1	0	9	1	8
PCT9742	ED	679	68	0	0	12	0	56	1	55
PCT9742	MV	679	82	0	0	17	0	65	0	65
PCT9742	TO	679	150	0	0	29	0	121	1	120
PCT9743	ED	1138	85	0	0	26	0	59	0	59
PCT9743	MV	1138	164	0	0	30	0	134	0	134
PCT9743	TO	1138	249	0	0	56	0	193	0	193
PCT9744	ED	907	98	0	0	30	0	68	0	68
PCT9744	MV	907	99	0	0	27	0	72	0	72
PCT9744	TO	907	197	0	0	57	0	140	0	140
PCT9745	ED	973	75	0	0	28	0	47	1	46
PCT9745	MV	973	115	0	2	16	0	97	0	97
PCT9745	TO	973	190	0	2	44	0	144	1	143
PCT9748	ED	910	80	0	0	21	0	59	3	56
PCT9748	MV	910	149	0	0	41	0	108	0	108
PCT9748	TO	910	229	0	0	62	0	167	3	164
PCT9749	ED	1871	160	0	0	39	0	121	0	121
PCT9749	MV	1871	223	0	0	58	0	165	0	165
PCT9749	TO	1871	383	0	0	97	0	286	0	286
PCT9751	ED	1038	101	0	0	26	0	75	3	72
PCT9751	MV	1038	183	0	0	56	0	127	0	127
PCT9751	TO	1038	284	0	0	82	0	202	3	199
PCT9752	ED	696	68	0	0	17	0	51	0	51
PCT9752	MV	696	130	0	0	35	0	95	0	95
PCT9752	TO	696	198	0	0	52	0	146	0	146
PCT9753	ED	764	81	0	0	21	0	60	0	60
PCT9753	MV	764	115	0	0	25	0	90	0	90
PCT9753	TO	764	196	0	0	46	0	150	0	150
PCT9754	ED	686	84	0	0	17	0	67	0	67
PCT9754	MV	686	114	0	0	18	0	96	0	96
PCT9754	TO	686	198	0	0	35	0	163	0	163
PCT9755	ED	567	58	0	0	8	0	50	0	50
PCT9755	MV	567	85	0	0	22	0	63	0	63
PCT9755	TO	567	143	0	0	30	0	113	0	113
PCT9756	ED	940	55	0	0	8	0	47	0	47
PCT9756	MV	940	133	0	0	31	0	102	0	102
PCT9756	TO	940	188	0	0	39	0	149	0	149
PCT9801	ED	404	38	0	0	6	0	32	0	32
PCT9801	MV	404	67	0	0	18	0	49	0	49
PCT9801	TO	404	105	0	0	24	0	81	0	81
